Hugo Symbol	Entrez Gene ID	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene (OncoKB)	Is Tumor Suppressor Gene (OncoKB)	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	OG score	TSG score	Is Oncogene (TCGA)	Is Tumor Suppressor Gene (TCGA)	Is Driver Gene (TCGA)	Is Oncogene (CGC)	Is Tumor Suppressor Gene (CGC)	Is Driver Gene (CGC)
SLFN11	91607.0	2.0	Yes	No	Yes	Yes	No	No	No	No	No								
ARID3C	138715.0	2.0	Yes	No	No	No	Yes	No	No	No	No								
MAPK1	5594.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	3.0	0.0	Yes	No	Yes	No	No	Yes
CTNNB1	1499.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	10.0	0.0	Yes	No	Yes	No	No	Yes
MAPK3	5595.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
MAP2K1	5604.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	2.0	0.0	Yes	No	Yes	No	No	Yes
MAP2K2	5605.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes						No	No	Yes
IL3	3562.0	2.0	Yes	Yes	No	No	No	No	Yes	No	No								
CUX1	1523.0	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes						No	No	Yes
IL7R	3575.0	5.0	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	0.0	0.0	No	No	Yes	No	No	Yes
IL10	3586.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
CYLD	1540.0	5.0	Yes	No	Yes	Yes	Yes	No	No	Yes	Yes	0.0	0.5	No	No	Yes	No	No	Yes
TET2	54790.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	0.0	No	No	Yes	No	No	Yes
SETD1A	9739.0	2.0	Yes	Yes	No	No	Yes	No	No	No	No								
PRSS1	5644.0	1.0	Yes	No	No	No	No	No	No	No	No								
RELN	5649.0	2.0	Yes	No	No	No	No	No	Yes	No	No								
ZBTB20	26137.0	1.0	Yes	Yes	Yes	No	No	No	No	No	No	0.0	0.5	No	No	Yes			
KMT2B	9757.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	2.0	No	Yes	Yes			
HDAC4	9759.0	3.0	Yes	Yes	Yes	No	Yes	No	Yes	No	No								
INHA	3623.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
INHBA	3624.0	4.0	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No								
INPP4A	3631.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
CYP19A1	1588.0	2.0	Yes	Yes	No	Yes	No	No	No	No	No								
INPPL1	3636.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	1.0	No	Yes	Yes			
INSR	3643.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
BCORL1	63035.0	5.0	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes						No	No	Yes
FAM46C	54855.0	6.0	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes								
IRF1	3659.0	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No								
IRF4	3662.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes								
DAXX	1616.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes						No	No	Yes
NUF2	83540.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
IRS1	3667.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
KEAP1	9817.0	6.0	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	1.5	1.5	Yes	No	Yes	No	No	Yes
PTCH1	5727.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	1.5	No	Yes	Yes	No	No	Yes
PTEN	5728.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	14.0	No	Yes	Yes	No	No	Yes
BCOR	54880.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.5	2.0	No	Yes	Yes	No	No	Yes
DUSP22	56940.0	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No								
RNF43	54894.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	2.5	No	Yes	Yes	No	No	Yes
DDIT3	1649.0	3.0	Yes	No	No	No	No	No	Yes	No	Yes								
GAB2	9846.0	2.0	Yes	Yes	No	Yes	No	No	No	No	No								
DDX3X	1654.0	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	0.0	2.0	No	Yes	Yes	No	No	Yes
WHSC1L1	54904.0	6.0	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes								
PTP4A1	7803.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
MSI2	124540.0	5.0	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes								
CSDE1	7812.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No	0.0	1.0	No	Yes	Yes			
JAK1	3716.0	7.0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	1.0	No	Yes	Yes	No	No	Yes
JAK2	3717.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	0.0	0.0	No	No	Yes	No	No	Yes
JAK3	3718.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	0.0	0.0	No	No	Yes	No	No	Yes
JARID2	3720.0	3.0	Yes	Yes	Yes	No	Yes	No	Yes	No	No								
PTPN1	5770.0	2.0	Yes	Yes	Yes	No	Yes	No	No	No	No								
PTPN2	5771.0	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No								
SETDB1	9869.0	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No						No	No	Yes
JUN	3725.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes								
PTPN11	5781.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	2.0	0.0	Yes	No	Yes	No	No	Yes
PTPRD	5789.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	0.0	No	No	Yes	No	No	Yes
SDHAF2	54949.0	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes								
PAX8	7849.0	2.0	Yes	Yes	No	No	No	No	No	No	Yes								
PTPRS	5802.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
CXCR4	7852.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes						No	No	Yes
NADK	65220.0	2.0	Yes	Yes	No	Yes	No	No	No	No	No								
MAFB	9935.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
KDR	3791.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes						No	No	Yes
SESN2	83667.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
CDC73	79577.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes						No	No	Yes
TET3	200424.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
KIT	3815.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	3.5	0.0	Yes	No	Yes	No	No	Yes
DEK	7913.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
FGF19	9965.0	5.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No								
MED12	9968.0	7.0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	1.0	0.0	Yes	No	Yes	No	No	Yes
PGBD5	79605.0	2.0	Yes	Yes	No	Yes	No	No	No	No	No								
RAC1	5879.0	5.0	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes	3.0	0.0	Yes	No	Yes	No	No	Yes
RAC2	5880.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
DNMT1	1786.0	4.0	Yes	Yes	No	Yes	Yes	No	No	Yes	No								
DNMT3A	1788.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	3.0	No	Yes	Yes	No	No	Yes
RAD21	5885.0	6.0	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	0.0	0.0	No	No	Yes	No	No	Yes
DNMT3B	1789.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
RAD51	5888.0	5.0	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No								
RAD51C	5889.0	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No								
RAD51B	5890.0	5.0	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes								
RAD51D	5892.0	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No								
KRAS	3845.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	17.0	0.0	Yes	No	Yes	No	No	Yes
RAD52	5893.0	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No								
RAF1	5894.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes	0.0	0.0	No	No	Yes			
AKT3	10000.0	5.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No								
CYSLTR2	57105.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No	1.0	0.0	Yes	No	Yes	No	No	Yes
RARA	5914.0	6.0	Yes	No	No	Yes	Yes	Yes	Yes	No	Yes	0.0	0.0	No	No	Yes			
H3F3C	440093.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No	0.0	0.0	No	No	Yes			
ARID3A	1820.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
RASA1	5921.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	3.5	No	Yes	Yes			
BCL2L11	10018.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	0.0	No	No	Yes			
SH2B3	10019.0	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes						No	No	Yes
RB1	5925.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	13.0	No	Yes	Yes	No	No	Yes
ARID4A	5926.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
KDM5A	5927.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes								
DTX1	1840.0	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No								
DUSP4	1846.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
PAK5	57144.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
KAT6A	7994.0	3.0	Yes	No	No	No	No	No	Yes	No	Yes								
VTCN1	79679.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
P2RY8	286530.0	5.0	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes								
RECQL	5965.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
NR4A3	8013.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
ECT2L	345930.0	2.0	Yes	No	Yes	No	No	No	Yes	No	No						No	No	Yes
REL	5966.0	5.0	Yes	Yes	No	Yes	Yes	Yes	No	No	Yes								
E2F3	1871.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
UPF1	5976.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
REST	5978.0	2.0	Yes	No	Yes	Yes	No	No	No	No	No								
RET	5979.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	1.0	0.0	Yes	No	Yes	No	No	Yes
MLLT10	8028.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
LCK	3932.0	3.0	Yes	Yes	No	No	Yes	No	No	No	Yes								
FAM58A	92002.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
SHOC2	8036.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
TBL1XR1	79718.0	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	0.0	0.5	No	No	Yes	No	No	Yes
PALB2	79728.0	6.0	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes								
RHEB	6009.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No	0.0	0.0	No	No	Yes			
SHQ1	55164.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
RAD50	10111.0	4.0	Yes	No	Yes	Yes	Yes	No	Yes	No	No								
RIT1	6016.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No	0.0	0.0	No	No	Yes			
ESCO2	157570.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
SETDB2	83852.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
KMT2D	8085.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	8.0	No	Yes	Yes	No	No	Yes
PBRM1	55193.0	7.0	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0	4.0	No	Yes	Yes	No	No	Yes
AGO1	26523.0	2.0	Yes	Yes	No	Yes	No	No	No	No	No								
LATS2	26524.0	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	0.0	1.0	No	Yes	Yes	No	No	Yes
EGFR	1956.0	7.0	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	4.0	0.0	Yes	No	Yes	No	No	Yes
LMO1	4004.0	5.0	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes								
LMO2	4005.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
EGR1	1958.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
SETD5	55209.0	2.0	Yes	No	No	No	Yes	No	No	No	No								
EIF1AX	1964.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No	2.5	0.0	Yes	No	Yes			
ARID2	196528.0	6.0	Yes	No	Yes	Yes	Yes	No	Yes	Yes	Yes	0.0	4.5	No	Yes	Yes	No	No	Yes
TCL1A	8115.0	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes								
EIF4A2	1974.0	5.0	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes								
EIF4E	1977.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
LRP6	4040.0	1.0	Yes	Yes	No	No	No	No	No	No	No								
LRP5	4041.0	1.0	Yes	Yes	Yes	No	No	No	No	No	No								
MOB3B	79817.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
ROBO1	6091.0	2.0	Yes	No	Yes	No	Yes	No	No	No	No								
ELF3	1999.0	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No	0.0	1.0	No	Yes	Yes	No	No	Yes
SPRED1	161742.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No								
LTB	4050.0	2.0	Yes	Yes	Yes	No	Yes	No	No	No	No								
ROS1	6098.0	6.0	Yes	Yes	No	Yes	Yes	Yes	Yes	No	Yes								
ASXL2	55252.0	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	0.0	1.0	No	Yes	Yes	No	No	Yes
GREM1	26585.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
EGFL7	51162.0	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No								
SPRTN	83932.0	2.0	Yes	No	Yes	Yes	No	No	No	No	No								
STK40	83931.0	3.0	Yes	No	No	Yes	Yes	No	No	No	No								
ACVR1B												0.0	0.5	No	No	Yes			
ACVR2A												0.0	2.0	No	Yes	Yes			
APOB												0.0	0.5	No	No	Yes			
ATF7IP												0.0	1.5	No	Yes	Yes			
ATXN3												0.0	0.5	No	No	Yes			
BRD7												0.0	3.0	No	Yes	Yes			
BTG2												0.0	0.5	No	No	Yes			
CACNA1A												0.5	0.0	No	No	Yes			
CBWD3												0.0	0.0	No	No	Yes			
CD70												0.0	0.5	No	No	Yes			
CHD3												0.0	1.0	No	Yes	Yes			
CHD4												2.0	0.5	Yes	No	Yes			
CHD8												0.0	1.0	No	Yes	Yes			
CNBD1												1.0	0.0	Yes	No	Yes			
COL5A1												1.0	0.0	Yes	No	Yes			
CREB3L3												0.0	0.5	No	No	Yes			
CTNND1												0.0	2.0	No	Yes	Yes			
CUL1												2.0	0.0	Yes	No	Yes			
DACH1												1.0	0.0	Yes	No	Yes			
DAZAP1												0.0	0.5	No	No	Yes			
DHX9												0.5	0.0	No	No	Yes			
DIAPH2												0.5	0.0	No	No	Yes			
DMD												1.0	0.0	Yes	No	Yes			
EEF1A1												1.5	0.0	Yes	No	Yes			
EEF2												0.0	1.0	No	Yes	Yes			
EGR3												0.0	0.0	No	No	Yes			
EPHA2												0.0	3.0	No	Yes	Yes			
FAM46D												1.0	0.0	Yes	No	Yes			
FLNA												0.0	1.0	No	Yes	Yes			
FOXA2												0.0	1.0	No	Yes	Yes			
FOXQ1												0.0	0.5	No	No	Yes			
GABRA6												0.0	0.0	No	No	Yes			
GRIN2D												0.5	0.0	No	No	Yes			
HUWE1												0.0	0.5	No	No	Yes			
IL6ST												0.0	0.5	No	No	Yes			
IRF2												0.0	1.0	No	Yes	Yes			
IRF6												0.0	0.5	No	No	Yes			
KANSL1												0.0	3.0	No	Yes	Yes			
KEL												0.0	0.0	No	No	Yes			
KIF1A												0.0	1.0	No	Yes	Yes			
KRT222												0.0	0.5	No	No	Yes			
LEMD2												0.0	0.0	No	No	Yes			
MACF1												0.5	0.0	No	No	Yes			
MAP3K4												0.0	0.5	No	No	Yes			
MGMT												0.0	0.0	No	No	Yes			
MUC6												0.0	0.5	No	No	Yes			
MYH9												1.0	0.0	Yes	No	Yes			
NIPBL												0.0	2.0	No	Yes	Yes			
NUP133												0.0	0.5	No	No	Yes			
PLCB4												1.0	0.0	Yes	No	Yes			
PLXNB2												0.5	0.0	No	No	Yes			
POLQ												0.0	0.0	No	No	Yes			
POLRMT												1.0	0.0	Yes	No	Yes			
PSIP1												0.0	2.0	No	Yes	Yes			
PTMA												0.0	1.0	No	Yes	Yes			
PTPDC1												1.0	0.0	Yes	No	Yes			
PTPRC												0.5	0.0	No	No	Yes			
RFC1												0.0	0.5	No	No	Yes			
RHOB												1.0	0.0	Yes	No	Yes			
RNF111												0.0	1.0	No	Yes	Yes			
RPL22												0.0	0.5	No	No	Yes			
RPL5												0.0	1.0	No	Yes	Yes			
RPS6KA3												0.0	1.0	No	Yes	Yes			
RQCD1												1.5	0.0	Yes	No	Yes			
SCAF4												0.0	2.0	No	Yes	Yes			
SF1												1.5	0.0	Yes	No	Yes			
SIN3A												0.0	1.5	No	Yes	Yes			
SMARCA1												0.0	1.0	No	Yes	Yes			
SPTA1												0.0	0.5	No	No	Yes			
SPTAN1												0.0	1.0	No	Yes	Yes			
TAF1												1.0	0.0	Yes	No	Yes			
TCF12												0.0	2.0	No	Yes	Yes			
TGIF1												0.0	0.5	No	No	Yes			
THRAP3												0.0	1.0	No	Yes	Yes			
TLR4												0.0	0.0	No	No	Yes			
TMSB4X												0.0	0.5	No	No	Yes			
TXNIP												0.0	0.5	No	No	Yes			
UNCX												0.5	0.0	No	No	Yes			
USP9X												0.0	1.0	No	Yes	Yes			
ZBTB7B												0.0	1.0	No	Yes	Yes			
ZC3H12A												0.0	0.0	No	No	Yes			
ZCCHC12												1.0	0.0	Yes	No	Yes			
ZFP36L2												0.0	1.0	No	Yes	Yes			
ZMYM2												0.0	1.0	No	Yes	Yes			
ZMYM3												0.0	1.0	No	Yes	Yes			
ZNF133												1.0	0.0	Yes	No	Yes			
ZNF750												0.0	1.5	No	Yes	Yes			
A1CF	29974.0																No	No	Yes
ACVR2A	92.0																No	No	Yes
ANK1	286.0																No	No	Yes
ARHGAP26	23092.0																No	No	Yes
ARHGAP5	394.0																No	No	Yes
ATP1A1	476.0																No	No	Yes
BAX	581.0																No	No	Yes
BCL2L12	83596.0																No	No	Yes
BCL9L	283149.0																No	No	Yes
BCLAF1	9774.0																No	No	Yes
BIRC6	57448.0																No	No	Yes
BMP5	653.0																No	No	Yes
CACNA1D	776.0																No	No	Yes
CBLB	868.0																No	No	Yes
CCR4	1233.0																No	No	Yes
CCR7	1236.0																No	No	Yes
CD209	30835.0																No	No	Yes
CDH10	1008.0																No	No	Yes
CDH17	1015.0																No	No	Yes
CHD2	1106.0																No	No	Yes
CHD4	1108.0																No	No	Yes
CNBD1	168975.0																No	No	Yes
CNOT3	4849.0																No	No	Yes
CNTNAP2	26047.0																No	No	Yes
COL2A1	1280.0																No	No	Yes
CRNKL1	51340.0																No	No	Yes
CSMD3	114788.0																No	No	Yes
CTNNA2	1496.0																No	No	Yes
CTNND1	1500.0																No	No	Yes
CTNND2	1501.0																No	No	Yes
CYP2C8	1558.0																No	No	Yes
DCAF12L2	340578.0																No	No	Yes
DCC	1630.0																No	No	Yes
DGCR8	54487.0																No	No	Yes
DNM2	1785.0																No	No	Yes
EIF1AX	107984923.0																No	No	Yes
FAM135B	51059.0																No	No	Yes
FAM47C	442444.0																No	No	Yes
FAT3	120114.0																No	No	Yes
FAT4	79633.0																No	No	Yes
FBLN2	2199.0																No	No	Yes
FES	2242.0																No	No	Yes
FKBP9	11328.0																No	No	Yes
FLNA	2316.0																No	No	Yes
GRM3	2913.0																No	No	Yes
IKBKB	3551.0																No	No	Yes
IRS4	8471.0																No	No	Yes
ISX	91464.0																No	No	Yes
ITGAV	3685.0																No	No	Yes
KAT7	11143.0																No	No	Yes
KCNJ5	3762.0																No	No	Yes
KLF6	1316.0																No	No	Yes
LARP4B	23185.0																No	No	Yes
LEF1	51176.0																No	No	Yes
LRP1B	53353.0																No	No	Yes
MACC1	346389.0																No	No	Yes
MB21D2	151963.0																No	No	Yes
MUC16	94025.0																No	No	Yes
MUC4	4585.0																No	No	Yes
NBEA	26960.0																No	No	Yes
NFKBIE	4794.0																No	No	Yes
PABPC1	26986.0																No	No	Yes
POLG	5428.0																No	No	Yes
POLQ	10721.0																No	No	Yes
PRDM2	7799.0																No	No	Yes
PRKCB	5579.0																No	No	Yes
PRPF40B	25766.0																No	No	Yes
PTK6	5753.0																No	No	Yes
PTPN13	5783.0																No	No	Yes
PTPN6	5777.0																No	No	Yes
PTPRB	5787.0																No	No	Yes
PTPRC	5788.0																No	No	Yes
QKI	9444.0																No	No	Yes
RGPD3	653489.0																No	No	Yes
RGS7	6000.0																No	No	Yes
ROBO2	6092.0																No	No	Yes
RPL10	6134.0																No	No	Yes
RPL5	6125.0																No	No	Yes
S100A7	6278.0																No	No	Yes
SALL4	57167.0																No	No	Yes
SFRP4	6424.0																No	No	Yes
SIRPA	140885.0																No	No	Yes
SIX1	6495.0																No	No	Yes
SIX2	10736.0																No	No	Yes
SKI	6497.0																No	No	Yes
TENT5C	54855.0																No	No	Yes
TNC	3371.0																No	No	Yes
TRRAP	8295.0																No	No	Yes
WNK2	65268.0																No	No	Yes
ZEB1	6935.0																No	No	Yes
ZMYM3	9203.0																No	No	Yes
ZNF429	353088.0																No	No	Yes
ZNF479	90827.0																No	No	Yes
